n_steps,Phi_from_high,Phi_from_low,r2_from_high,r2_from_low,rel_gap
22400000,2762.905263157822,2628.9348370927005,0.0773554683528242,0.07360458149040235,0.04848896842449168
44800000,2583.0933583958904,2677.0133864071418,0.07232111763014504,0.07495067856782882,0.03508388433473722
89600000,2615.634837092615,2617.105263157825,0.07323220979064912,0.07327337859164613,0.0005618520912819326
