sender,recipients,timestamp,thread_id,email_id_in_thread,num_recipients
1146,0,2020-02-11 11:18:00+00:00,1103,1,1
0,1156,2020-02-11 12:20:02+00:00,1117,0,1
0,4,2020-02-11 12:52:45+00:00,1116,0,1
0,33,2020-02-11 13:12:28+00:00,1115,0,1
0,33,2020-02-11 13:14:45+00:00,1114,0,1
0,4,2020-02-11 13:22:53+00:00,1113,0,1
0,1151,2020-02-11 16:22:43+00:00,1112,0,1
0,1150,2020-02-11 20:10:45+00:00,1111,0,1
0,471,2020-02-11 20:54:02+00:00,1110,0,1
0,79,2020-02-11 23:06:37+00:00,1109,0,1
0,101,2020-02-11 23:45:51+00:00,1108,0,1
0,8,2020-02-11 23:58:00+00:00,1107,0,1
0,33,2020-02-12 00:13:52+00:00,1105,0,1
0,4,2020-02-12 00:16:12+00:00,1104,0,1
35,0,2020-02-12 01:47:00+00:00,304,1,1
750,0,2020-02-12 02:28:00+00:00,1095,1,1
2,0,2020-02-12 03:16:00+00:00,1099,1,1
175,4,2020-02-12 04:18:00+00:00,1094,2,1
4,0,2020-02-12 08:58:00+00:00,1096,1,1
4,35,2020-02-12 09:11:00+00:00,1102,1,1
0,33,2020-02-12 12:04:55+00:00,1103,0,1
0,35,2020-02-12 15:23:15+00:00,1102,0,1
0,741,2020-02-12 15:24:06+00:00,1101,0,1
0,334,2020-02-12 16:02:30+00:00,1100,0,1
79,8,2020-02-13 01:22:00+00:00,1091,1,1
277,0,2020-02-13 01:31:00+00:00,1179,3,1
277,0,2020-02-13 01:31:00+00:00,1180,1,1
0,43,2020-02-13 03:16:08+00:00,1099,0,1
0,277,2020-02-13 05:07:00+00:00,1179,2,1
277,0,2020-02-13 05:28:00+00:00,1179,1,1
0,228;1134,2020-02-13 06:35:00+00:00,1089,2,2
1140,0;218,2020-02-13 06:39:00+00:00,1092,1,2
1141,0,2020-02-13 08:18:00+00:00,1093,1,1
4,0,2020-02-13 08:21:00+00:00,1094,1,1
322,0,2020-02-13 09:42:00+00:00,1098,1,1
1133,0;228;1134,2020-02-13 10:18:00+00:00,1089,1,3
1138,0,2020-02-13 10:36:00+00:00,1090,1,1
1134,0;228,2020-02-13 12:45:00+00:00,1089,3,2
1134,228,2020-02-13 12:45:00+00:00,1097,1,1
0,277,2020-02-13 22:06:37+00:00,1180,0,1
0,277,2020-02-13 22:36:17+00:00,1179,0,1
0,322,2020-02-13 22:44:12+00:00,1098,0,1
0,81,2020-02-13 22:47:23+00:00,1097,0,1
0,4,2020-02-13 23:10:07+00:00,1096,0,1
0,750,2020-02-13 23:22:27+00:00,1095,0,1
1129,0,2020-02-14 01:17:00+00:00,1084,1,1
472,0,2020-02-14 01:54:00+00:00,306,1,1
0,4,2020-02-14 02:09:44+00:00,1094,0,1
0,1141,2020-02-14 02:36:46+00:00,1093,0,1
0,4,2020-02-14 02:42:53+00:00,1092,0,1
0,35,2020-02-14 02:56:17+00:00,1091,0,1
0,1138,2020-02-14 03:00:23+00:00,1090,0,1
1128,0,2020-02-14 03:06:00+00:00,1082,1,1
83,0,2020-02-14 03:18:00+00:00,1083,1,1
0,1133,2020-02-14 03:20:06+00:00,1089,0,1
1127,0,2020-02-14 03:38:00+00:00,1081,2,1
4,8,2020-02-14 03:45:00+00:00,1081,1,1
291,0;292;293;440;514;515,2020-02-14 03:56:00+00:00,348,11,6
868,775;1109,2020-02-14 04:40:00+00:00,1070,3,2
418,0,2020-02-14 05:22:00+00:00,266,0,1
202,0;21;136;174,2020-02-14 06:03:00+00:00,1077,2,4
202,0;21;136;174,2020-02-14 06:03:00+00:00,1078,3,4
1119,1120;1121,2020-02-14 06:07:00+00:00,1078,2,2
1125,0,2020-02-14 06:27:00+00:00,1079,2,1
161,0,2020-02-14 09:06:00+00:00,1078,1,1
0,1125,2020-02-14 09:08:00+00:00,1079,1,1
1130,0,2020-02-14 09:15:00+00:00,1086,1,1
1131,0,2020-02-14 10:37:00+00:00,1087,1,1
328,0;21;136;174;202,2020-02-14 11:32:00+00:00,1077,1,5
34,0,2020-02-14 12:32:00+00:00,1085,1,1
0,35,2020-02-14 14:22:00+00:00,1088,0,1
0,1131,2020-02-14 15:52:49+00:00,1087,0,1
0,33,2020-02-14 17:23:43+00:00,1086,0,1
0,34,2020-02-14 17:39:33+00:00,1085,0,1
0,33,2020-02-14 18:27:24+00:00,1084,0,1
0,83,2020-02-14 20:21:51+00:00,1083,0,1
0,1128,2020-02-14 20:23:04+00:00,1082,0,1
0,4,2020-02-14 21:09:40+00:00,1081,0,1
0,363,2020-02-14 23:45:53+00:00,1080,0,1
0,775,2020-02-15 01:50:00+00:00,1070,1,1
0,33,2020-02-15 02:08:57+00:00,1079,0,1
0,161,2020-02-15 02:23:37+00:00,1078,0,1
474,218,2020-02-15 04:22:00+00:00,312,1,1
775,0,2020-02-15 11:31:00+00:00,1070,2,1
0,21;136;174;202;328,2020-02-15 12:55:47+00:00,1077,0,5
0,280,2020-02-15 18:57:22+00:00,1070,0,1
0,4,2020-02-15 22:21:34+00:00,312,0,1
442,0,2020-02-16 02:18:00+00:00,308,1,1
1080,1079,2020-02-16 03:05:43+00:00,1061,45,1
1082,1083,2020-02-16 03:24:00+00:00,1061,46,1
123,0,2020-02-16 04:39:00+00:00,305,1,1
473,0,2020-02-16 05:18:00+00:00,311,1,1
436,0,2020-02-16 06:12:00+00:00,273,1,1
1081,1079;1080,2020-02-16 07:10:00+00:00,1061,44,2
1082,1083,2020-02-16 09:39:00+00:00,1061,48,1
1082,1083,2020-02-16 10:21:38+00:00,1061,47,1
0,33,2020-02-16 12:12:58+00:00,311,0,1
0,35,2020-02-16 19:19:00+00:00,310,0,1
0,80,2020-02-16 20:17:53+00:00,309,0,1
0,442,2020-02-16 20:20:29+00:00,308,0,1
0,228,2020-02-16 20:40:58+00:00,307,0,1
0,472,2020-02-16 21:16:02+00:00,306,0,1
195,0,2020-02-16 22:21:00+00:00,117,2,1
0,123,2020-02-16 22:28:19+00:00,305,0,1
468,0,2020-02-17 01:10:00+00:00,299,1,1
468,0,2020-02-17 01:19:00+00:00,298,1,1
464,0,2020-02-17 01:52:00+00:00,294,1,1
21,0,2020-02-17 02:56:00+00:00,1069,1,1
1079,1080;1081,2020-02-17 02:57:00+00:00,1061,40,2
466,0,2020-02-17 03:15:00+00:00,295,1,1
446,0,2020-02-17 03:36:00+00:00,283,3,1
1079,1080;1081,2020-02-17 04:15:00+00:00,1061,39,2
1079,1081,2020-02-17 04:47:38+00:00,1061,38,1
1082,1079;1081,2020-02-17 04:51:00+00:00,1061,37,2
462,263,2020-02-17 06:55:00+00:00,293,1,1
1079,1081;1082,2020-02-17 07:17:00+00:00,1061,36,2
0,446,2020-02-17 08:19:00+00:00,283,2,1
471,0,2020-02-17 08:28:00+00:00,303,2,1
458,4,2020-02-17 08:40:00+00:00,302,2,1
4,458,2020-02-17 08:40:00+00:00,302,3,1
4,458,2020-02-17 08:42:00+00:00,302,1,1
0,471,2020-02-17 08:47:00+00:00,303,1,1
1079,1080;1081,2020-02-17 08:57:00+00:00,1061,43,2
1079,1080;1081;1082,2020-02-17 09:04:00+00:00,1061,35,3
334,0,2020-02-17 09:37:00+00:00,290,1,1
443,0,2020-02-17 09:56:00+00:00,279,1,1
1079,1080;1081,2020-02-17 09:59:00+00:00,1061,42,2
461,0,2020-02-17 10:04:00+00:00,287,1,1
161,0,2020-02-17 10:05:00+00:00,286,1,1
334,0,2020-02-17 10:20:00+00:00,289,1,1
1079,1081;1082,2020-02-17 10:39:00+00:00,1061,34,2
278,228,2020-02-17 10:48:48+00:00,1075,2,1
1079,1080;1081,2020-02-17 11:00:00+00:00,1061,41,2
469,0,2020-02-17 11:51:00+00:00,300,1,1
467,0,2020-02-17 12:42:00+00:00,297,1,1
0,35,2020-02-17 13:24:34+00:00,304,0,1
0,471,2020-02-17 13:50:10+00:00,303,0,1
0,4,2020-02-17 14:14:34+00:00,302,0,1
0,470,2020-02-17 16:35:20+00:00,301,0,1
0,4,2020-02-17 17:42:47+00:00,300,0,1
0,33,2020-02-17 18:47:09+00:00,299,0,1
0,33,2020-02-17 18:51:17+00:00,298,0,1
0,33,2020-02-17 18:58:46+00:00,297,0,1
0,33,2020-02-17 19:50:25+00:00,296,0,1
0,21,2020-02-17 20:16:44+00:00,1069,0,1
0,4,2020-02-17 20:22:39+00:00,295,0,1
0,33,2020-02-17 20:29:27+00:00,294,0,1
0,462,2020-02-18 00:20:01+00:00,293,0,1
1080,1082,2020-02-18 01:06:00+00:00,1061,27,1
0,136,2020-02-18 01:56:50+00:00,292,0,1
0,33,2020-02-18 02:02:35+00:00,291,0,1
0,4,2020-02-18 02:09:18+00:00,290,0,1
0,4,2020-02-18 02:09:48+00:00,289,0,1
34,4;437,2020-02-18 02:47:00+00:00,275,2,2
4,0,2020-02-18 02:48:00+00:00,275,1,1
0,433,2020-02-18 02:48:13+00:00,288,0,1
0,33,2020-02-18 03:05:47+00:00,287,0,1
0,161,2020-02-18 03:08:59+00:00,286,0,1
2,0,2020-02-18 04:18:00+00:00,277,1,1
1081,1080;1082,2020-02-18 04:38:00+00:00,1061,26,2
438,0,2020-02-18 04:39:00+00:00,276,1,1
445,0,2020-02-18 04:40:00+00:00,282,1,1
458,459,2020-02-18 05:12:00+00:00,285,2,1
4,0,2020-02-18 05:42:00+00:00,285,1,1
454,0,2020-02-18 05:49:00+00:00,284,1,1
1079,1081;1082,2020-02-18 07:10:00+00:00,1061,33,2
444,0,2020-02-18 08:04:00+00:00,280,1,1
380,0,2020-02-18 08:09:00+00:00,249,3,1
380,0,2020-02-18 08:09:00+00:00,252,3,1
4,8,2020-02-18 08:22:00+00:00,272,1,1
79,0,2020-02-18 08:23:00+00:00,1068,1,1
441,0,2020-02-18 09:20:00+00:00,278,1,1
228,0,2020-02-18 09:35:00+00:00,1075,1,1
435,0,2020-02-18 09:43:00+00:00,271,1,1
366,0,2020-02-18 10:05:00+00:00,227,1,1
1079,1081;1082,2020-02-18 10:15:00+00:00,1061,32,2
327,0;80,2020-02-18 10:41:00+00:00,274,1,2
0,4,2020-02-18 10:44:58+00:00,285,0,1
535,1079;1082,2020-02-18 10:45:00+00:00,1061,30,2
1079,535;1082,2020-02-18 10:50:00+00:00,1061,29,2
1079,535;1082,2020-02-18 11:02:00+00:00,1061,28,2
0,4,2020-02-18 11:08:19+00:00,284,0,1
0,446,2020-02-18 11:12:55+00:00,283,0,1
0,445,2020-02-18 11:15:14+00:00,282,0,1
0,136,2020-02-18 12:00:32+00:00,281,0,1
446,0,2020-02-18 12:26:00+00:00,283,1,1
1114,1115,2020-02-18 12:42:00+00:00,1074,1,1
0,33,2020-02-18 13:17:03+00:00,280,0,1
0,443,2020-02-18 14:12:48+00:00,279,0,1
0,441,2020-02-18 14:37:35+00:00,278,0,1
0,228,2020-02-18 14:57:27+00:00,1075,0,1
1079,1082,2020-02-18 15:26:00+00:00,1061,31,1
0,4,2020-02-18 20:41:35+00:00,1074,0,1
0,2,2020-02-18 22:06:38+00:00,277,0,1
0,438,2020-02-18 23:32:19+00:00,276,0,1
0,4,2020-02-18 23:57:32+00:00,275,0,1
0,81,2020-02-19 00:23:40+00:00,274,0,1
0,436,2020-02-19 00:28:47+00:00,273,0,1
0,4;8,2020-02-19 01:32:37+00:00,272,0,2
0,79,2020-02-19 01:38:52+00:00,1068,0,1
0,228;249;281,2020-02-19 03:41:52+00:00,271,0,3
1080,1079,2020-02-19 03:54:00+00:00,1061,25,1
535,1079;1080,2020-02-19 04:47:00+00:00,1061,24,2
415,0,2020-02-19 05:56:00+00:00,263,1,1
411,0,2020-02-19 06:02:00+00:00,259,1,1
1079,535;1080,2020-02-19 06:06:00+00:00,1061,23,2
240,0,2020-02-19 06:15:00+00:00,1066,1,1
3,0,2020-02-19 06:16:00+00:00,262,1,1
555,0;958,2020-02-19 06:41:00+00:00,1076,1,2
123,0,2020-02-19 07:26:00+00:00,270,2,1
123,0,2020-02-19 07:36:00+00:00,270,1,1
1079,535;1080,2020-02-19 08:09:00+00:00,1061,22,2
432,425,2020-02-19 08:18:00+00:00,268,2,1
409,0,2020-02-19 08:19:00+00:00,258,1,1
1079,535;1080,2020-02-19 08:20:00+00:00,1061,21,2
425,0;8;23;34;35;66;111;160;315;316;320;397;426;427,2020-02-19 08:22:00+00:00,268,1,14
414,0,2020-02-19 08:33:00+00:00,261,1,1
1079,535;1080,2020-02-19 08:36:00+00:00,1061,19,2
238,263;958,2020-02-19 10:02:00+00:00,1067,3,2
1079,535;1080,2020-02-19 10:05:00+00:00,1061,18,2
1079,535;1080,2020-02-19 10:05:00+00:00,1061,20,2
238,263;958,2020-02-19 10:06:00+00:00,1067,2,2
82,0,2020-02-19 10:09:00+00:00,265,1,1
424,0,2020-02-19 10:26:00+00:00,267,1,1
278,238;263,2020-02-19 10:54:00+00:00,1067,1,2
21,238,2020-02-19 11:04:00+00:00,140,5,1
0,555;958,2020-02-19 12:03:04+00:00,1076,0,2
416,0,2020-02-19 12:35:00+00:00,264,1,1
0,123,2020-02-19 12:37:58+00:00,270,0,1
0,433,2020-02-19 13:03:08+00:00,269,0,1
0,35,2020-02-19 14:42:50+00:00,268,0,1
0,4,2020-02-19 16:16:33+00:00,267,0,1
0,82,2020-02-19 16:51:27+00:00,265,0,1
0,4,2020-02-19 20:27:04+00:00,264,0,1
0,33,2020-02-19 23:03:23+00:00,263,0,1
0,3,2020-02-20 00:54:10+00:00,262,0,1
86,0;87;89;90;91;92;93;94;99;100;412;413,2020-02-20 02:00:00+00:00,260,1,12
407,0,2020-02-20 03:16:00+00:00,255,1,1
0,414,2020-02-20 03:43:40+00:00,261,0,1
367,0,2020-02-20 03:56:00+00:00,228,1,1
0,238;263;278,2020-02-20 04:02:40+00:00,1067,0,3
396,4,2020-02-20 04:12:00+00:00,244,14,1
396,4,2020-02-20 04:12:00+00:00,245,12,1
4,396,2020-02-20 04:16:00+00:00,244,13,1
4,396,2020-02-20 04:16:00+00:00,245,11,1
396,4,2020-02-20 04:17:00+00:00,244,12,1
396,4,2020-02-20 04:17:00+00:00,245,10,1
1079,535;1080,2020-02-20 04:49:00+00:00,1061,13,2
298,0,2020-02-20 04:51:00+00:00,253,1,1
21,238,2020-02-20 05:29:00+00:00,140,3,1
1079,535;1080,2020-02-20 05:38:00+00:00,1061,12,2
408,0,2020-02-20 05:51:00+00:00,256,3,1
1112,136,2020-02-20 05:59:00+00:00,1073,4,1
0,408,2020-02-20 06:06:00+00:00,256,2,1
408,0,2020-02-20 06:11:00+00:00,256,1,1
1079,535;1080,2020-02-20 06:39:00+00:00,1061,17,2
83,0;1308,2020-02-20 06:57:00+00:00,254,1,2
0,380,2020-02-20 07:12:00+00:00,249,2,1
0,380,2020-02-20 07:12:00+00:00,252,2,1
1079,535;1080,2020-02-20 07:15:00+00:00,1061,16,2
1079,535;1080,2020-02-20 08:20:00+00:00,1061,15,2
380,0,2020-02-20 08:53:00+00:00,249,1,1
380,0,2020-02-20 08:53:00+00:00,252,1,1
1079,535;1080,2020-02-20 09:21:00+00:00,1061,11,2
0,4,2020-02-20 10:51:23+00:00,260,0,1
1079,535;1080,2020-02-20 11:00:00+00:00,1061,14,2
30,0,2020-02-20 11:04:00+00:00,257,1,1
21,238,2020-02-20 12:19:00+00:00,140,4,1
0,411,2020-02-20 12:39:25+00:00,259,0,1
0,33,2020-02-20 15:15:05+00:00,258,0,1
0,30,2020-02-20 16:45:39+00:00,257,0,1
0,81,2020-02-20 21:26:05+00:00,1066,0,1
0,408,2020-02-20 23:28:04+00:00,256,0,1
0,4,2020-02-20 23:48:29+00:00,255,0,1
0,83,2020-02-21 00:13:55+00:00,254,0,1
380,0;381;382,2020-02-21 01:37:00+00:00,239,2,3
0,298,2020-02-21 01:47:03+00:00,253,0,1
406,0,2020-02-21 01:48:00+00:00,251,1,1
399,79,2020-02-21 01:51:00+00:00,247,2,1
1079,535;1080,2020-02-21 01:59:00+00:00,1061,4,2
79,399,2020-02-21 02:18:00+00:00,247,1,1
375,0,2020-02-21 02:40:00+00:00,237,1,1
0,8,2020-02-21 02:42:07+00:00,252,0,1
4,396,2020-02-21 02:48:00+00:00,244,7,1
4,396,2020-02-21 02:48:00+00:00,245,5,1
396,4,2020-02-21 02:55:00+00:00,244,6,1
396,4,2020-02-21 02:55:00+00:00,245,4,1
4,396,2020-02-21 03:04:00+00:00,244,5,1
4,396,2020-02-21 03:04:00+00:00,245,3,1
396,4,2020-02-21 03:09:00+00:00,244,4,1
396,4,2020-02-21 03:09:00+00:00,245,2,1
160,0,2020-02-21 03:55:00+00:00,229,1,1
388,0,2020-02-21 03:56:00+00:00,240,1,1
374,0,2020-02-21 04:05:00+00:00,234,3,1
4,319,2020-02-21 04:30:00+00:00,195,2,1
380,0;381;382;390,2020-02-21 04:37:00+00:00,241,2,4
4,0;35,2020-02-21 04:44:00+00:00,241,1,2
34,4;369,2020-02-21 04:52:00+00:00,230,2,2
4,0,2020-02-21 04:57:00+00:00,230,1,1
1079,535;1080,2020-02-21 05:09:00+00:00,1061,10,2
136,0,2020-02-21 05:21:00+00:00,1073,3,1
1079,535;1080,2020-02-21 05:46:00+00:00,1061,9,2
0,136,2020-02-21 05:46:50+00:00,1073,2,1
240,0,2020-02-21 05:53:00+00:00,1065,1,1
392,0,2020-02-21 06:14:00+00:00,242,1,1
379,380;381,2020-02-21 06:31:00+00:00,239,1,2
281,0;136,2020-02-21 06:31:00+00:00,1073,1,2
1079,535;1080,2020-02-21 06:52:00+00:00,1061,3,2
394,0,2020-02-21 07:46:00+00:00,243,1,1
403,0;277;404,2020-02-21 08:30:00+00:00,250,1,3
1079,535;1080,2020-02-21 08:35:00+00:00,1061,8,2
4,396,2020-02-21 09:06:00+00:00,244,11,1
4,396,2020-02-21 09:06:00+00:00,245,9,1
249,0;1107,2020-02-21 09:24:00+00:00,1063,2,2
249,0;1107,2020-02-21 09:24:00+00:00,1064,1,2
1079,535;1080,2020-02-21 10:02:00+00:00,1061,7,2
1079,535;1080,2020-02-21 10:28:00+00:00,1061,6,2
396,4,2020-02-21 10:29:00+00:00,244,10,1
396,4,2020-02-21 10:29:00+00:00,245,8,1
4,396,2020-02-21 10:35:00+00:00,244,9,1
4,396,2020-02-21 10:35:00+00:00,245,7,1
396,4,2020-02-21 10:42:00+00:00,244,8,1
396,4,2020-02-21 10:42:00+00:00,245,6,1
0,33,2020-02-21 10:47:53+00:00,251,0,1
1079,535;1080,2020-02-21 10:54:00+00:00,1061,5,2
0,240,2020-02-21 10:55:47+00:00,1065,0,1
0,136;281,2020-02-21 11:59:09+00:00,1073,0,2
0,33,2020-02-21 13:33:20+00:00,250,0,1
0,380,2020-02-21 14:31:08+00:00,249,0,1
0,136,2020-02-21 15:40:17+00:00,248,0,1
0,79,2020-02-21 19:38:56+00:00,247,0,1
996,0,2020-02-22 01:14:00+00:00,1072,1,1
0,374,2020-02-22 01:49:00+00:00,234,2,1
33,0,2020-02-22 02:22:00+00:00,235,1,1
35,0,2020-02-22 02:25:00+00:00,234,1,1
33,0,2020-02-22 02:26:00+00:00,231,1,1
33,0,2020-02-22 02:26:00+00:00,232,1,1
0,398,2020-02-22 02:39:22+00:00,246,0,1
0,249,2020-02-22 02:40:45+00:00,1064,0,1
0,228,2020-02-22 03:12:02+00:00,1071,2,1
365,0,2020-02-22 04:03:00+00:00,226,1,1
277,0,2020-02-22 04:06:00+00:00,1071,1,1
395,0,2020-02-22 05:49:00+00:00,244,3,1
1079,535;1080,2020-02-22 06:28:00+00:00,1061,2,2
0,395,2020-02-22 06:38:00+00:00,244,2,1
4,0,2020-02-22 06:38:00+00:00,245,1,1
395,0,2020-02-22 06:39:00+00:00,244,1,1
249,0,2020-02-22 08:56:00+00:00,1063,1,1
0,4,2020-02-22 11:39:06+00:00,245,0,1
0,395,2020-02-22 11:39:57+00:00,244,0,1
0,33,2020-02-22 11:49:36+00:00,243,0,1
0,33,2020-02-22 12:06:10+00:00,242,0,1
0,4;35,2020-02-22 12:08:24+00:00,241,0,2
0,4,2020-02-22 12:13:45+00:00,240,0,1
373,0,2020-02-22 12:45:00+00:00,233,1,1
0,82,2020-02-22 14:00:30+00:00,239,0,1
0,249,2020-02-22 14:01:20+00:00,1063,0,1
0,33,2020-02-22 14:06:21+00:00,238,0,1
0,375,2020-02-22 14:08:16+00:00,237,0,1
0,81,2020-02-22 18:32:37+00:00,236,0,1
0,996,2020-02-22 18:35:29+00:00,1072,0,1
0,33,2020-02-22 19:33:57+00:00,235,0,1
0,35,2020-02-22 19:36:40+00:00,234,0,1
0,373,2020-02-22 19:39:17+00:00,233,0,1
0,372,2020-02-22 19:41:42+00:00,232,0,1
0,33,2020-02-22 19:41:48+00:00,231,0,1
0,4,2020-02-22 20:38:12+00:00,230,0,1
0,160,2020-02-22 20:51:00+00:00,229,0,1
0,8,2020-02-22 20:53:35+00:00,228,0,1
0,4,2020-02-22 21:04:58+00:00,227,0,1
0,33,2020-02-22 21:06:45+00:00,226,0,1
0,277,2020-02-22 21:07:26+00:00,1071,0,1
83,0,2020-02-23 02:32:00+00:00,220,1,1
123,0,2020-02-23 03:47:00+00:00,219,2,1
363,0,2020-02-23 04:13:00+00:00,223,1,1
123,0,2020-02-23 04:16:00+00:00,219,1,1
0,4;21,2020-02-23 04:27:10+00:00,225,0,2
83,0,2020-02-23 05:25:00+00:00,220,2,1
101,0,2020-02-23 05:39:00+00:00,217,1,1
361,0,2020-02-23 05:50:00+00:00,221,1,1
219,0;21;136;328,2020-02-23 07:23:00+00:00,202,5,4
219,0;21;136;328,2020-02-23 07:23:00+00:00,215,3,4
0,136;219;328,2020-02-23 08:15:00+00:00,202,4,3
0,21;136;219;328,2020-02-23 08:15:00+00:00,215,2,4
219,0;21;328,2020-02-23 08:56:00+00:00,202,3,3
219,0;21;136;328,2020-02-23 08:56:00+00:00,215,1,4
362,0,2020-02-23 09:06:00+00:00,222,1,1
364,0,2020-02-23 09:11:00+00:00,224,1,1
240,263;350;780;1078,2020-02-23 11:31:00+00:00,1061,1,4
0,364,2020-02-23 14:26:22+00:00,224,0,1
0,363,2020-02-23 15:52:06+00:00,223,0,1
0,362,2020-02-23 15:53:48+00:00,222,0,1
0,361,2020-02-23 15:56:48+00:00,221,0,1
0,83,2020-02-23 20:01:51+00:00,220,0,1
0,123,2020-02-23 21:22:40+00:00,219,0,1
0,1;2;3,2020-02-23 21:35:02+00:00,218,0,3
0,101,2020-02-23 23:11:59+00:00,217,0,1
0,33,2020-02-23 23:14:18+00:00,216,0,1
244,0;240;263;269;276;339,2020-02-24 01:18:00+00:00,214,3,6
0,228;240;244;249;263;276;339,2020-02-24 01:42:00+00:00,214,2,7
244,0;228;240;249;263;269;276,2020-02-24 01:43:00+00:00,214,1,7
0,219,2020-02-24 02:00:10+00:00,215,0,1
336,0,2020-02-24 02:42:00+00:00,207,1,1
336,0,2020-02-24 02:42:00+00:00,208,3,1
318,0,2020-02-24 02:51:00+00:00,195,1,1
0,336,2020-02-24 03:00:00+00:00,208,2,1
336,0,2020-02-24 03:05:00+00:00,208,1,1
317,0,2020-02-24 03:49:00+00:00,194,1,1
314,4;315,2020-02-24 04:04:00+00:00,193,1,2
313,0,2020-02-24 05:34:00+00:00,192,1,1
333,0,2020-02-24 05:55:00+00:00,203,1,1
312,0,2020-02-24 06:03:00+00:00,191,1,1
136,0;21;219;328,2020-02-24 06:45:07+00:00,202,2,4
334,0,2020-02-24 07:04:00+00:00,204,2,1
334,0,2020-02-24 07:04:00+00:00,205,1,1
67,0,2020-02-24 07:35:00+00:00,204,1,1
79,0;82,2020-02-24 08:54:00+00:00,202,1,2
21,0,2020-02-24 09:41:00+00:00,190,1,1
310,0,2020-02-24 09:42:00+00:00,189,1,1
327,0,2020-02-24 10:00:00+00:00,201,1,1
326,43,2020-02-24 10:07:00+00:00,200,3,1
240,0;21;228;241;244;246;271;275;276;280;349,2020-02-24 10:19:00+00:00,213,3,11
21,240;349,2020-02-24 10:28:00+00:00,213,2,2
335,0,2020-02-24 10:33:00+00:00,206,2,1
175,43,2020-02-24 10:39:00+00:00,200,2,1
21,240;349,2020-02-24 10:40:00+00:00,213,1,2
0,335,2020-02-24 10:42:00+00:00,206,1,1
4,0,2020-02-24 10:46:00+00:00,200,1,1
0,21;328,2020-02-24 11:08:54+00:00,1062,0,2
0,240;263;350;780;1078,2020-02-24 11:15:02+00:00,1061,0,5
323,0,2020-02-24 11:41:00+00:00,199,1,1
35,0,2020-02-24 11:51:00+00:00,198,1,1
321,208,2020-02-24 11:58:00+00:00,197,1,1
0,334,2020-02-24 12:24:01+00:00,205,0,1
328,21,2020-02-24 12:40:00+00:00,1062,1,1
0,67,2020-02-24 12:42:02+00:00,204,0,1
0,333,2020-02-24 12:59:47+00:00,203,0,1
0,79;82,2020-02-24 14:03:36+00:00,202,0,2
0,79,2020-02-24 15:14:10+00:00,201,0,1
0,4,2020-02-24 16:01:59+00:00,200,0,1
0,323,2020-02-24 16:51:09+00:00,199,0,1
0,35,2020-02-24 16:53:04+00:00,198,0,1
0,208;321,2020-02-24 17:21:34+00:00,197,0,2
0,111,2020-02-24 18:07:33+00:00,196,0,1
0,244,2020-02-24 18:46:26+00:00,214,0,1
0,4;43,2020-02-24 19:55:21+00:00,195,0,2
0,82,2020-02-24 20:21:35+00:00,208,0,1
0,82,2020-02-24 20:22:42+00:00,207,0,1
0,79,2020-02-24 22:33:02+00:00,194,0,1
0,4,2020-02-24 22:34:05+00:00,193,0,1
0,4,2020-02-24 22:42:57+00:00,192,0,1
0,4,2020-02-24 23:38:09+00:00,191,0,1
302,4,2020-02-25 01:26:00+00:00,178,1,1
0,21,2020-02-25 03:26:06+00:00,190,0,1
0,4,2020-02-25 03:27:11+00:00,189,0,1
0,17;331,2020-02-25 03:46:47+00:00,213,0,2
44,47;55;56;228,2020-02-25 04:10:00+00:00,187,1,4
160,0,2020-02-25 05:12:00+00:00,167,1,1
301,0,2020-02-25 05:56:00+00:00,177,1,1
123,0,2020-02-25 06:34:00+00:00,171,1,1
1049,0,2020-02-25 06:43:00+00:00,1009,2,1
296,0,2020-02-25 08:45:00+00:00,165,1,1
297,0,2020-02-25 08:47:00+00:00,166,1,1
288,0,2020-02-25 08:51:00+00:00,156,5,1
288,0,2020-02-25 08:51:00+00:00,158,4,1
288,0,2020-02-25 08:51:00+00:00,164,3,1
288,0,2020-02-25 08:51:00+00:00,185,1,1
288,0,2020-02-25 08:51:00+00:00,186,1,1
21,0,2020-02-25 09:01:00+00:00,212,1,1
183,186,2020-02-25 09:02:43+00:00,114,3,1
307,0,2020-02-25 09:20:00+00:00,184,1,1
44,45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67,2020-02-25 10:07:00+00:00,26,1,23
79,0;82,2020-02-25 10:08:00+00:00,211,1,2
86,0;89;90;91;92;99;100,2020-02-25 10:18:00+00:00,45,2,7
304,0,2020-02-25 10:42:00+00:00,183,1,1
31,0,2020-02-25 10:47:00+00:00,180,2,1
300,0,2020-02-25 10:59:00+00:00,175,1,1
0,33,2020-02-25 11:07:01+00:00,206,0,1
0,4,2020-02-25 12:30:31+00:00,188,0,1
0,31,2020-02-25 12:32:00+00:00,180,1,1
0,43,2020-02-25 15:55:19+00:00,187,0,1
0,35;81,2020-02-25 17:07:30+00:00,186,0,2
0,35;81,2020-02-25 17:08:19+00:00,185,0,2
0,33,2020-02-25 17:15:43+00:00,184,0,1
0,304,2020-02-25 17:25:40+00:00,183,0,1
0,4,2020-02-25 18:02:20+00:00,182,0,1
0,33,2020-02-25 18:04:40+00:00,181,0,1
0,31,2020-02-25 18:09:02+00:00,180,0,1
0,303,2020-02-25 18:52:31+00:00,179,0,1
