sender,recipients,timestamp,thread_id,email_id_in_thread,num_recipients
0,4,2020-02-25 18:56:38+00:00,178,0,1
0,301,2020-02-25 19:03:48+00:00,177,0,1
0,4,2020-02-25 21:08:53+00:00,176,0,1
0,8,2020-02-25 22:10:15+00:00,175,0,1
0,299,2020-02-25 23:33:00+00:00,174,0,1
0,33,2020-02-25 23:59:02+00:00,173,0,1
0,298,2020-02-26 00:07:15+00:00,172,0,1
340,4;79;204;241;244;245;269;271;272;274;275;341;342;343;344;345;346,2020-02-26 01:07:00+00:00,210,2,17
138,0,2020-02-26 01:10:00+00:00,74,1,1
79,0,2020-02-26 01:12:00+00:00,210,1,1
0,123,2020-02-26 01:32:22+00:00,171,0,1
275,21;263;269;276;339,2020-02-26 01:43:00+00:00,209,5,5
338,275;339,2020-02-26 01:44:56+00:00,209,4,2
21,0;329,2020-02-26 01:57:00+00:00,209,3,2
0,21;329,2020-02-26 02:04:38+00:00,209,2,2
21,0,2020-02-26 02:06:00+00:00,209,1,1
0,21,2020-02-26 02:19:38+00:00,212,0,1
221,0,2020-02-26 02:22:00+00:00,134,1,1
234,0,2020-02-26 02:39:00+00:00,136,1,1
287,0;288,2020-02-26 03:48:00+00:00,156,2,2
237,236,2020-02-26 04:27:00+00:00,138,2,1
288,0,2020-02-26 04:45:00+00:00,156,1,1
4,0,2020-02-26 05:40:00+00:00,170,1,1
235,0,2020-02-26 05:41:00+00:00,137,1,1
236,0,2020-02-26 05:45:00+00:00,138,1,1
193,4,2020-02-26 06:07:00+00:00,116,2,1
0,136,2020-02-26 06:43:00+00:00,169,2,1
136,0,2020-02-26 07:32:00+00:00,169,1,1
0,288,2020-02-26 07:37:00+00:00,156,4,1
0,288,2020-02-26 07:37:00+00:00,158,3,1
0,288,2020-02-26 07:37:00+00:00,164,2,1
136,137,2020-02-26 07:59:00+00:00,72,1,1
284,0,2020-02-26 08:31:00+00:00,149,1,1
288,0,2020-02-26 09:04:00+00:00,156,3,1
288,0,2020-02-26 09:04:00+00:00,158,2,1
288,0,2020-02-26 09:04:00+00:00,164,1,1
285,0,2020-02-26 09:26:00+00:00,150,1,1
286,0,2020-02-26 09:38:00+00:00,151,1,1
0,4,2020-02-26 10:46:23+00:00,170,0,1
295,0;4,2020-02-26 10:59:00+00:00,163,1,2
289,4,2020-02-26 11:01:00+00:00,157,1,1
294,0,2020-02-26 11:10:00+00:00,162,1,1
291,0;292;293,2020-02-26 11:17:00+00:00,161,1,3
290,0,2020-02-26 11:47:00+00:00,160,1,1
288,0,2020-02-26 11:54:00+00:00,158,1,1
34,0,2020-02-26 12:26:00+00:00,159,1,1
0,136,2020-02-26 12:47:09+00:00,169,0,1
0,53,2020-02-26 14:23:22+00:00,168,0,1
0,160,2020-02-26 15:14:43+00:00,167,0,1
0,297,2020-02-26 15:17:35+00:00,166,0,1
0,33,2020-02-26 15:18:06+00:00,165,0,1
0,79,2020-02-26 15:18:25+00:00,211,0,1
0,35;81,2020-02-26 15:22:01+00:00,164,0,2
0,4,2020-02-26 16:27:37+00:00,163,0,1
0,4,2020-02-26 16:36:36+00:00,162,0,1
0,291;292;293,2020-02-26 16:37:50+00:00,161,0,3
0,4,2020-02-26 16:49:43+00:00,160,0,1
0,34,2020-02-26 17:33:08+00:00,159,0,1
0,79,2020-02-26 18:25:04+00:00,210,0,1
283,0,2020-02-26 18:27:00+00:00,148,1,1
0,21,2020-02-26 19:07:38+00:00,209,0,1
183,184,2020-02-26 19:15:00+00:00,114,2,1
0,35,2020-02-26 20:01:39+00:00,158,0,1
0,4,2020-02-26 20:29:21+00:00,157,0,1
287,0;35;288,2020-02-26 21:50:05+00:00,156,0,3
0,4,2020-02-27 00:22:28+00:00,155,0,1
0,4,2020-02-27 00:24:09+00:00,154,0,1
0,4,2020-02-27 00:24:48+00:00,153,0,1
195,0,2020-02-27 01:04:00+00:00,117,1,1
0,33,2020-02-27 01:24:59+00:00,152,0,1
217,160;218,2020-02-27 01:35:00+00:00,131,4,2
196,0;136,2020-02-27 01:55:00+00:00,118,1,2
198,0,2020-02-27 01:59:00+00:00,120,1,1
197,0,2020-02-27 02:03:00+00:00,119,1,1
131,0,2020-02-27 02:09:00+00:00,69,2,1
131,0,2020-02-27 02:09:00+00:00,121,1,1
201,136,2020-02-27 02:51:00+00:00,122,1,1
0,286,2020-02-27 02:57:57+00:00,151,0,1
0,285,2020-02-27 03:00:14+00:00,150,0,1
207,0,2020-02-27 03:25:00+00:00,124,1,1
0,284,2020-02-27 04:06:03+00:00,149,0,1
0,283,2020-02-27 04:27:18+00:00,148,0,1
209,0,2020-02-27 04:33:00+00:00,125,1,1
0,236,2020-02-27 04:34:46+00:00,138,0,1
0,4,2020-02-27 04:35:33+00:00,137,0,1
0,4,2020-02-27 04:44:07+00:00,136,0,1
29,0,2020-02-27 05:17:00+00:00,126,1,1
249,0;240;279,2020-02-27 05:27:00+00:00,147,1,3
210,0,2020-02-27 05:32:00+00:00,127,1,1
211,0,2020-02-27 05:36:00+00:00,128,1,1
215,0,2020-02-27 06:04:00+00:00,129,1,1
79,217,2020-02-27 06:39:00+00:00,131,3,1
79,217,2020-02-27 06:55:00+00:00,131,2,1
79,0,2020-02-27 07:12:00+00:00,131,1,1
220,0,2020-02-27 07:16:00+00:00,132,1,1
44,0;47;56;228,2020-02-27 07:55:00+00:00,135,1,4
141,0,2020-02-27 08:02:00+00:00,76,1,1
147,0,2020-02-27 08:51:00+00:00,77,1,1
182,0,2020-02-27 09:02:00+00:00,114,1,1
140,0,2020-02-27 09:07:00+00:00,75,1,1
269,241;245;246;270;271;272;273;274,2020-02-27 09:11:00+00:00,145,1,8
181,0,2020-02-27 09:45:00+00:00,113,1,1
192,0,2020-02-27 10:16:00+00:00,115,1,1
203,0,2020-02-27 10:39:00+00:00,123,1,1
178,0,2020-02-27 10:42:00+00:00,111,1,1
108,0,2020-02-27 11:40:00+00:00,52,1,1
281,249,2020-02-27 12:08:00+00:00,147,2,1
4,8,2020-02-27 12:19:00+00:00,116,1,1
0,4;43,2020-02-27 13:31:19+00:00,135,0,2
0,269,2020-02-27 15:45:23+00:00,145,0,1
0,4,2020-02-27 16:29:44+00:00,134,0,1
216,0,2020-02-27 17:48:00+00:00,130,1,1
0,4,2020-02-27 22:43:18+00:00,133,0,1
0,220,2020-02-28 00:47:19+00:00,132,0,1
152,17;80,2020-02-28 01:52:00+00:00,83,1,2
153,0;4,2020-02-28 02:23:00+00:00,84,2,2
4,8,2020-02-28 02:26:00+00:00,84,1,1
0,79,2020-02-28 02:32:50+00:00,131,0,1
0,216,2020-02-28 02:42:42+00:00,130,0,1
0,8,2020-02-28 02:43:32+00:00,129,0,1
0,8,2020-02-28 02:46:07+00:00,128,0,1
0,210,2020-02-28 02:49:34+00:00,127,0,1
0,249,2020-02-28 03:02:24+00:00,147,0,1
1203,1,2020-02-28 03:13:00+00:00,1178,3,1
0,29,2020-02-28 03:16:38+00:00,126,0,1
0,209,2020-02-28 03:42:11+00:00,125,0,1
0,207,2020-02-28 03:53:06+00:00,124,0,1
0,33,2020-02-28 03:54:22+00:00,123,0,1
0,79,2020-02-28 03:54:23+00:00,122,0,1
177,0,2020-02-28 03:56:00+00:00,106,1,1
0,131,2020-02-28 03:57:45+00:00,121,0,1
0,198,2020-02-28 04:04:26+00:00,120,0,1
0,197,2020-02-28 04:05:11+00:00,119,0,1
0,79,2020-02-28 04:07:36+00:00,118,0,1
0,33,2020-02-28 04:10:35+00:00,117,0,1
0,4,2020-02-28 04:13:52+00:00,116,0,1
0,4,2020-02-28 04:21:24+00:00,115,0,1
0,4,2020-02-28 04:23:12+00:00,114,0,1
0,181,2020-02-28 04:25:27+00:00,113,0,1
1203,1;1204,2020-02-28 05:13:00+00:00,1178,2,2
176,0,2020-02-28 06:11:00+00:00,104,1,1
131,0,2020-02-28 06:54:00+00:00,69,1,1
148,0,2020-02-28 07:36:00+00:00,78,1,1
21,0,2020-02-28 08:22:00+00:00,102,1,1
106,0,2020-02-28 09:00:00+00:00,51,1,1
149,0,2020-02-28 09:52:00+00:00,79,1,1
240,0;82;136;228;238;241;242;243;244;245;246;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261,2020-02-28 10:23:00+00:00,143,2,26
240,0;82;228;238;241;242;244;247;248;249;250;251;252;253;254;255;256;257;258;259;260;261;265;266;267;268,2020-02-28 10:23:00+00:00,144,2,26
22,0,2020-02-28 10:34:00+00:00,80,1,1
150,0,2020-02-28 11:11:00+00:00,81,1,1
151,0,2020-02-28 11:14:00+00:00,82,1,1
0,4,2020-02-28 11:25:43+00:00,112,0,1
0,178,2020-02-28 11:50:04+00:00,111,0,1
291,0;292;293;440;514;515,2020-02-28 11:57:00+00:00,348,10,6
136,0,2020-02-28 12:56:00+00:00,144,1,1
0,4,2020-02-28 13:59:04+00:00,110,0,1
0,4,2020-02-28 16:21:22+00:00,109,0,1
0,33,2020-02-28 18:39:34+00:00,108,0,1
0,33,2020-02-28 18:41:02+00:00,107,0,1
0,33,2020-02-28 21:27:35+00:00,106,0,1
0,33,2020-02-28 21:54:13+00:00,105,0,1
1077,280,2020-02-28 21:58:00+00:00,1060,1,1
0,33,2020-02-28 23:18:10+00:00,104,0,1
0,1;175,2020-02-29 00:48:05+00:00,103,0,2
158,0,2020-02-29 02:29:00+00:00,86,3,1
164,0,2020-02-29 02:34:00+00:00,93,1,1
165,0,2020-02-29 03:06:00+00:00,94,1,1
0,21,2020-02-29 03:15:14+00:00,102,0,1
167,0;82,2020-02-29 03:55:00+00:00,96,1,2
109,0,2020-02-29 04:24:00+00:00,97,1,1
109,0,2020-02-29 05:01:00+00:00,98,1,1
170,0,2020-02-29 05:31:00+00:00,99,1,1
171,0,2020-02-29 05:50:00+00:00,100,1,1
0,158;159,2020-02-29 07:14:00+00:00,86,2,2
4,35;132;133,2020-02-29 07:53:00+00:00,70,2,3
4,35;132;133,2020-02-29 07:53:00+00:00,73,2,3
0,238,2020-02-29 08:20:00+00:00,141,2,1
158,0,2020-02-29 08:25:00+00:00,86,1,1
0,34,2020-02-29 08:42:00+00:00,87,2,1
156,155,2020-02-29 08:58:00+00:00,85,2,1
238,0,2020-02-29 09:31:00+00:00,141,3,1
155,0,2020-02-29 09:32:00+00:00,85,1,1
293,0,2020-02-29 09:43:00+00:00,1178,1,1
240,0,2020-02-29 10:03:00+00:00,142,1,1
34,0,2020-02-29 10:32:00+00:00,87,1,1
136,0,2020-02-29 10:48:00+00:00,143,1,1
0,173,2020-02-29 11:58:29+00:00,101,0,1
162,0,2020-02-29 12:39:00+00:00,89,0,1
163,0,2020-02-29 12:55:00+00:00,90,1,1
166,0,2020-02-29 15:13:00+00:00,95,1,1
0,33,2020-02-29 23:06:38+00:00,100,0,1
0,170,2020-02-29 23:29:47+00:00,99,0,1
0,109,2020-02-29 23:34:59+00:00,98,0,1
0,109,2020-02-29 23:40:04+00:00,97,0,1
0,167,2020-02-29 23:44:17+00:00,96,0,1
0,166,2020-02-29 23:54:27+00:00,95,0,1
0,165,2020-02-29 23:56:39+00:00,94,0,1
0,33,2020-03-01 00:12:45+00:00,93,0,1
0,33,2020-03-01 00:14:14+00:00,92,0,1
0,33,2020-03-01 00:27:04+00:00,91,0,1
0,33,2020-03-01 00:53:55+00:00,90,0,1
0,161,2020-03-01 01:05:03+00:00,88,0,1
0,34,2020-03-01 01:09:29+00:00,87,0,1
0,293,2020-03-01 01:17:02+00:00,1178,0,1
0,158,2020-03-01 01:27:44+00:00,86,0,1
127,0,2020-03-01 01:53:00+00:00,65,1,1
129,0,2020-03-01 01:57:00+00:00,66,1,1
105,0,2020-03-01 02:19:00+00:00,50,1,1
102,0,2020-03-01 02:36:00+00:00,47,1,1
103,0,2020-03-01 02:46:00+00:00,48,1,1
0,155,2020-03-01 02:58:01+00:00,85,0,1
277,0,2020-03-01 02:59:00+00:00,146,1,1
277,228,2020-03-01 02:59:00+00:00,146,2,1
122,0,2020-03-01 03:00:00+00:00,61,1,1
121,0,2020-03-01 03:11:00+00:00,60,1,1
0,4,2020-03-01 03:17:42+00:00,84,0,1
0,152,2020-03-01 03:24:03+00:00,83,0,1
0,136,2020-03-01 03:26:56+00:00,144,0,1
0,4,2020-03-01 03:49:28+00:00,82,0,1
0,33,2020-03-01 03:49:57+00:00,81,0,1
0,136,2020-03-01 03:55:20+00:00,143,0,1
0,22,2020-03-01 03:57:44+00:00,80,0,1
0,149,2020-03-01 04:01:29+00:00,79,0,1
0,148,2020-03-01 04:02:52+00:00,78,0,1
101,0,2020-03-01 04:06:00+00:00,55,1,1
0,147,2020-03-01 04:13:25+00:00,77,0,1
0,141,2020-03-01 04:14:20+00:00,76,0,1
112,0;113;114;115;116,2020-03-01 05:19:00+00:00,56,1,5
110,0,2020-03-01 05:30:00+00:00,54,1,1
101,0,2020-03-01 06:01:00+00:00,46,1,1
4,0,2020-03-01 06:58:00+00:00,70,1,1
4,0,2020-03-01 06:58:00+00:00,73,1,1
33,0,2020-03-01 07:06:00+00:00,141,1,1
135,0,2020-03-01 07:11:00+00:00,71,1,1
109,0,2020-03-01 08:48:00+00:00,53,1,1
1059,0,2020-03-01 09:44:00+00:00,1023,1,1
82,0,2020-03-01 10:09:00+00:00,67,1,1
104,0,2020-03-01 10:10:00+00:00,49,1,1
118,0,2020-03-01 10:15:00+00:00,57,1,1
119,0,2020-03-01 10:35:00+00:00,58,1,1
130,0,2020-03-01 10:45:00+00:00,68,1,1
120,0,2020-03-01 11:04:00+00:00,59,1,1
123,0,2020-03-01 11:27:00+00:00,62,1,1
0,139,2020-03-01 11:55:59+00:00,75,0,1
0,138,2020-03-01 12:01:19+00:00,74,0,1
0,4,2020-03-01 12:02:07+00:00,73,0,1
0,4,2020-03-01 12:03:24+00:00,72,0,1
0,135,2020-03-01 12:12:35+00:00,71,0,1
0,4,2020-03-01 12:39:59+00:00,70,0,1
124,0,2020-03-01 12:43:00+00:00,63,1,1
126,0,2020-03-01 12:59:00+00:00,64,1,1
0,4,2020-03-01 15:34:15+00:00,69,0,1
0,130,2020-03-01 15:48:15+00:00,68,0,1
0,82,2020-03-01 16:25:41+00:00,67,0,1
0,129,2020-03-01 19:21:51+00:00,66,0,1
0,33,2020-03-01 19:22:37+00:00,65,0,1
0,126,2020-03-01 19:30:12+00:00,64,0,1
0,124,2020-03-01 19:31:54+00:00,63,0,1
0,123,2020-03-01 19:49:51+00:00,62,0,1
0,277,2020-03-01 20:08:22+00:00,146,0,1
0,122,2020-03-01 20:09:38+00:00,61,0,1
0,121,2020-03-01 20:13:01+00:00,60,0,1
0,120,2020-03-01 20:17:45+00:00,59,0,1
0,8,2020-03-01 20:23:14+00:00,58,0,1
0,33,2020-03-01 20:32:36+00:00,57,0,1
0,112,2020-03-01 22:22:15+00:00,56,0,1
0,101,2020-03-01 22:29:32+00:00,55,0,1
0,110,2020-03-01 22:31:42+00:00,54,0,1
0,33,2020-03-01 22:32:44+00:00,53,0,1
0,240,2020-03-01 22:35:38+00:00,142,0,1
0,108,2020-03-01 22:44:16+00:00,52,0,1
0,106,2020-03-01 22:46:11+00:00,51,0,1
0,105,2020-03-01 22:47:57+00:00,50,0,1
0,8,2020-03-01 22:50:11+00:00,49,0,1
0,103,2020-03-01 22:52:21+00:00,48,0,1
0,33,2020-03-01 22:53:00+00:00,47,0,1
0,101,2020-03-01 23:25:39+00:00,46,0,1
0,33;238,2020-03-02 00:48:25+00:00,141,0,2
79,0;80,2020-03-02 03:16:00+00:00,37,1,2
30,0,2020-03-02 05:04:00+00:00,40,3,1
86,0;87;88;89;90;91;92;93,2020-03-02 05:29:00+00:00,45,1,8
29,0,2020-03-02 06:19:00+00:00,12,1,1
30,0,2020-03-02 07:22:00+00:00,40,2,1
21,238,2020-03-02 08:14:00+00:00,140,2,1
1,0,2020-03-02 08:30:00+00:00,38,1,1
136,238,2020-03-02 09:32:00+00:00,140,1,1
74,0,2020-03-02 10:25:00+00:00,33,1,1
0,82,2020-03-02 10:43:27+00:00,45,0,1
84,0,2020-03-02 10:49:00+00:00,41,1,1
73,0,2020-03-02 11:10:00+00:00,32,1,1
30,0,2020-03-02 11:41:00+00:00,40,1,1
0,21,2020-03-02 13:32:20+00:00,1060,0,1
0,33,2020-03-02 14:10:54+00:00,44,0,1
0,85,2020-03-02 14:20:56+00:00,43,0,1
0,4,2020-03-02 14:24:45+00:00,42,0,1
0,84,2020-03-02 17:26:54+00:00,41,0,1
0,30,2020-03-02 17:56:05+00:00,40,0,1
0,83,2020-03-03 00:06:49+00:00,39,0,1
71,0,2020-03-03 01:48:00+00:00,30,1,1
42,0,2020-03-03 02:11:00+00:00,25,1,1
0,81,2020-03-03 03:11:52+00:00,38,0,1
70,0,2020-03-03 03:26:00+00:00,29,1,1
0,136;238,2020-03-03 03:26:29+00:00,140,0,2
0,79,2020-03-03 03:40:19+00:00,37,0,1
750,0,2020-03-03 04:04:00+00:00,975,1,1
41,0,2020-03-03 04:17:00+00:00,24,1,1
69,0,2020-03-03 05:00:00+00:00,28,1,1
39,0,2020-03-03 05:37:00+00:00,22,1,1
75,0,2020-03-03 06:16:00+00:00,34,1,1
36,4,2020-03-03 06:45:00+00:00,18,2,1
36,4,2020-03-03 06:45:00+00:00,19,2,1
76,0,2020-03-03 07:12:00+00:00,35,1,1
76,0,2020-03-03 07:12:00+00:00,593,2,1
4,0,2020-03-03 08:06:00+00:00,18,1,1
4,0,2020-03-03 08:06:00+00:00,19,1,1
973,0,2020-03-03 08:22:00+00:00,887,1,1
38,0,2020-03-03 09:23:00+00:00,21,1,1
612,0,2020-03-03 09:31:00+00:00,815,1,1
1030,0,2020-03-03 09:37:00+00:00,981,1,1
37,0,2020-03-03 09:48:00+00:00,20,1,1
31,0,2020-03-03 09:59:00+00:00,14,3,1
0,31,2020-03-03 10:57:00+00:00,14,2,1
0,77,2020-03-03 10:57:14+00:00,36,0,1
1025,0,2020-03-03 11:04:00+00:00,976,1,1
36,4,2020-03-03 11:16:51+00:00,18,3,1
36,4,2020-03-03 11:16:51+00:00,19,3,1
72,0,2020-03-03 12:07:00+00:00,31,1,1
0,76,2020-03-03 13:10:22+00:00,35,0,1
0,4,2020-03-03 13:21:11+00:00,34,0,1
0,33,2020-03-03 13:51:29+00:00,33,0,1
0,33,2020-03-03 13:52:17+00:00,32,0,1
0,32,2020-03-03 13:53:42+00:00,31,0,1
0,32,2020-03-03 13:54:16+00:00,30,0,1
0,4,2020-03-03 13:55:34+00:00,29,0,1
0,33,2020-03-03 13:57:03+00:00,28,0,1
0,23,2020-03-03 17:42:58+00:00,27,0,1
0,43,2020-03-03 18:36:59+00:00,26,0,1
0,33,2020-03-03 22:50:07+00:00,25,0,1
0,41,2020-03-03 22:50:50+00:00,24,0,1
0,40,2020-03-03 22:51:35+00:00,23,0,1
0,4,2020-03-03 22:52:20+00:00,22,0,1
1064,0;86;87;89;91;92;93;99,2020-03-03 23:06:00+00:00,1041,2,8
1073,1072,2020-03-04 02:06:00+00:00,1052,1,1
0,38,2020-03-04 02:27:43+00:00,21,0,1
0,33,2020-03-04 02:55:36+00:00,20,0,1
0,4,2020-03-04 03:08:49+00:00,19,0,1
0,4,2020-03-04 03:09:35+00:00,18,0,1
1070,0,2020-03-04 04:24:00+00:00,1049,1,1
27,0,2020-03-04 04:26:00+00:00,11,1,1
27,0,2020-03-04 04:26:00+00:00,1050,1,1
31,0,2020-03-04 05:58:00+00:00,14,1,1
1076,0,2020-03-04 06:36:00+00:00,1058,1,1
1076,0,2020-03-04 06:42:00+00:00,1059,1,1
1071,0,2020-03-04 06:46:00+00:00,1051,1,1
19,0,2020-03-04 08:44:00+00:00,5,2,1
24,0,2020-03-04 08:56:00+00:00,8,1,1
20,0,2020-03-04 09:44:00+00:00,6,1,1
22,23,2020-03-04 09:45:00+00:00,7,1,1
19,0,2020-03-04 09:55:00+00:00,5,1,1
1072,0,2020-03-04 10:18:00+00:00,1052,0,1
9,0,2020-03-04 10:35:00+00:00,2,1,1
53,0,2020-03-04 11:12:00+00:00,814,1,1
0,4,2020-03-04 11:17:35+00:00,17,0,1
0,33,2020-03-04 11:19:08+00:00,16,0,1
0,32,2020-03-04 11:19:58+00:00,15,0,1
0,31,2020-03-04 11:21:47+00:00,14,0,1
15,16;17,2020-03-04 11:27:00+00:00,3,0,2
18,0,2020-03-04 12:19:00+00:00,4,1,1
0,30,2020-03-04 14:46:55+00:00,13,0,1
25,0,2020-03-04 18:59:00+00:00,9,1,1
7,8,2020-03-04 21:16:44+00:00,12,0,1
7,8,2020-03-04 21:27:42+00:00,11,0,1
0,26,2020-03-04 23:25:52+00:00,10,0,1
0,25,2020-03-05 00:10:39+00:00,9,0,1
0,24,2020-03-05 02:36:30+00:00,8,0,1
0,4,2020-03-05 02:47:27+00:00,7,0,1
0,20,2020-03-05 02:50:29+00:00,6,0,1
0,19,2020-03-05 02:59:22+00:00,5,0,1
0,18,2020-03-05 03:29:00+00:00,4,0,1
719,0,2020-03-05 07:02:00+00:00,1053,1,1
1075,0,2020-03-05 07:49:00+00:00,1053,3,1
209,0,2020-03-05 09:30:00+00:00,1054,1,1
1,0,2020-03-05 09:53:00+00:00,0,1,1
5,0,2020-03-05 09:53:00+00:00,1,1,1
926,0,2020-03-05 10:00:00+00:00,813,1,1
7,8,2020-03-05 21:27:53+00:00,2,0,1
82,0;80;101,2020-03-05 22:15:00+00:00,139,1,3
115,0,2020-03-06 02:12:00+00:00,1008,1,1
1049,0,2020-03-06 02:14:00+00:00,1009,1,1
0,5,2020-03-06 03:00:23+00:00,1,0,1
1069,0,2020-03-06 03:46:00+00:00,1047,1,1
0,80;82;101,2020-03-06 03:48:12+00:00,139,0,3
0,1,2020-03-06 03:49:45+00:00,0,0,1
0,209,2020-03-06 03:51:21+00:00,1054,0,1
0,1075,2020-03-06 03:56:47+00:00,1053,2,1
0,4;35,2020-03-06 03:57:38+00:00,1053,0,2
0,1071,2020-03-06 04:01:59+00:00,1051,0,1
0,35,2020-03-06 04:02:46+00:00,1059,0,1
0,35,2020-03-06 04:03:24+00:00,1058,0,1
0,81,2020-03-06 04:06:51+00:00,1050,0,1
0,33,2020-03-06 04:07:20+00:00,1049,0,1
291,0;292;293;440;514;515,2020-03-06 05:31:00+00:00,348,9,6
1068,4,2020-03-06 07:17:00+00:00,1046,1,1
1039,0,2020-03-06 07:22:00+00:00,994,1,1
1067,0,2020-03-06 07:47:00+00:00,1043,0,1
122,0,2020-03-06 08:18:00+00:00,1044,1,1
21,136,2020-03-06 08:46:00+00:00,776,2,1
21,0;136,2020-03-06 08:46:00+00:00,812,1,2
87,0,2020-03-06 10:02:00+00:00,1041,1,1
160,0,2020-03-06 10:20:00+00:00,1042,1,1
1060,0,2020-03-06 10:30:00+00:00,1028,1,1
0,122;475,2020-03-06 11:00:51+00:00,1048,0,2
0,33,2020-03-06 11:02:56+00:00,1047,0,1
122,475,2020-03-06 12:23:00+00:00,1048,1,1
0,4,2020-03-06 12:31:28+00:00,1046,0,1
0,298,2020-03-06 12:56:55+00:00,1045,0,1
0,122,2020-03-06 14:48:03+00:00,1044,0,1
0,160,2020-03-06 15:23:33+00:00,1042,0,1
0,87,2020-03-06 15:26:21+00:00,1041,0,1
0,101;292,2020-03-06 23:28:43+00:00,1040,0,2
0,32,2020-03-06 23:31:39+00:00,1039,0,1
0,32,2020-03-06 23:32:06+00:00,1038,0,1
0,32,2020-03-06 23:35:49+00:00,1037,0,1
0,35,2020-03-06 23:44:54+00:00,1036,0,1
1057,0,2020-03-07 01:34:00+00:00,1020,1,1
671,0;240,2020-03-07 03:18:00+00:00,916,1,2
1051,0,2020-03-07 03:31:00+00:00,1011,1,1
82,0;80,2020-03-07 03:40:00+00:00,998,1,2
1052,0,2020-03-07 04:42:00+00:00,1012,1,1
1053,0,2020-03-07 05:19:00+00:00,1013,1,1
925,0,2020-03-07 05:27:00+00:00,811,1,1
82,0;80,2020-03-07 06:37:00+00:00,1014,1,2
1063,0,2020-03-07 07:00:00+00:00,1032,1,1
479,0,2020-03-07 07:50:00+00:00,1034,1,1
479,0,2020-03-07 07:50:00+00:00,1035,1,1
139,0,2020-03-07 08:03:00+00:00,1033,1,1
1055,0,2020-03-07 08:06:00+00:00,1015,1,1
479,0,2020-03-07 08:20:00+00:00,1029,0,1
1050,0,2020-03-07 09:01:00+00:00,1010,1,1
136,596,2020-03-07 10:58:00+00:00,993,4,1
136,596,2020-03-07 11:07:00+00:00,993,3,1
1056,0,2020-03-07 11:10:00+00:00,1018,0,1
1058,0,2020-03-07 11:56:00+00:00,1021,1,1
1062,0,2020-03-07 12:18:00+00:00,1031,1,1
1061,0,2020-03-07 12:51:00+00:00,1030,1,1
0,479,2020-03-07 13:02:18+00:00,1035,0,1
0,33;80,2020-03-07 13:02:34+00:00,1034,0,2
0,139,2020-03-07 13:06:00+00:00,1033,0,1
0,81,2020-03-07 13:13:58+00:00,1032,0,1
0,1062,2020-03-07 13:21:56+00:00,1031,0,1
0,1061,2020-03-07 13:23:10+00:00,1030,0,1
0,1060,2020-03-07 13:25:29+00:00,1028,0,1
0,292,2020-03-07 14:07:07+00:00,1027,0,1
0,292,2020-03-07 14:11:12+00:00,1026,0,1
0,35;292,2020-03-07 14:12:07+00:00,1025,0,2
0,33,2020-03-07 14:17:55+00:00,1024,0,1
0,292,2020-03-07 16:16:57+00:00,1023,0,1
0,32,2020-03-07 16:19:16+00:00,1022,0,1
0,1058,2020-03-07 18:10:15+00:00,1021,0,1
0,33,2020-03-07 18:36:42+00:00,1020,0,1
0,32,2020-03-07 18:37:51+00:00,1019,0,1
0,80,2020-03-07 20:35:47+00:00,917,0,1
0,80,2020-03-07 21:15:52+00:00,1017,0,1
0,32,2020-03-07 22:06:39+00:00,1016,0,1
861,0,2020-03-08 01:28:00+00:00,982,1,1
0,4,2020-03-08 01:38:49+00:00,1057,0,1
596,136,2020-03-08 01:51:00+00:00,993,2,1
0,1055,2020-03-08 02:08:47+00:00,1015,0,1
136,0,2020-03-08 02:13:00+00:00,993,1,1
1040,0,2020-03-08 02:54:00+00:00,997,1,1
0,82,2020-03-08 02:57:55+00:00,1014,0,1
0,4,2020-03-08 02:59:37+00:00,1013,0,1
0,33,2020-03-08 03:00:50+00:00,1012,0,1
0,4,2020-03-08 03:06:52+00:00,1011,0,1
923,0,2020-03-08 03:10:00+00:00,809,1,1
0,1050,2020-03-08 03:23:05+00:00,1010,0,1
0,1049,2020-03-08 03:26:22+00:00,1009,0,1
53,0;6,2020-03-08 03:32:00+00:00,983,1,2
0,115,2020-03-08 03:34:45+00:00,1008,0,1
1033,0,2020-03-08 05:52:00+00:00,987,1,1
1032,0,2020-03-08 06:03:00+00:00,986,1,1
1035,0,2020-03-08 06:53:00+00:00,989,1,1
1034,0,2020-03-08 07:02:00+00:00,988,1,1
1038,0,2020-03-08 07:26:00+00:00,992,1,1
1037,0,2020-03-08 07:59:00+00:00,991,1,1
1036,0,2020-03-08 08:01:00+00:00,990,1,1
1043,0,2020-03-08 09:04:00+00:00,1000,1,1
1031,0,2020-03-08 09:36:00+00:00,985,1,1
794,0,2020-03-08 09:48:00+00:00,984,1,1
1042,0,2020-03-08 10:13:00+00:00,999,1,1
1028,136,2020-03-08 10:48:00+00:00,980,2,1
924,0,2020-03-08 10:53:00+00:00,810,1,1
1040,0,2020-03-08 11:17:00+00:00,997,2,1
0,32,2020-03-08 11:39:47+00:00,1007,0,1
0,33,2020-03-08 11:40:53+00:00,1006,0,1
0,32,2020-03-08 11:41:41+00:00,1005,0,1
0,671,2020-03-08 13:02:09+00:00,916,0,1
0,80,2020-03-08 13:04:10+00:00,1004,0,1
0,1044,2020-03-08 13:23:28+00:00,1003,0,1
0,33,2020-03-08 13:50:00+00:00,1002,0,1
