dataset,label,theta,r2_multi,s1_multi,r1_multi,s1_support,graph_binary,graph_weighted,Phi,accept,Phi_real_start,Phi_random_start,Phi_sd,two_start_gap,n_chains,n_steps,sweeps,projection_fixed,real_r2_multi,real_s1_multi,real_r1_multi,real_s1_support,real_graph_binary,real_graph_weighted,n_events,n_teams,pct_dup,theta_hat
higgs,Higgs Twitter,2.5,0.0426272985640545,0.0789227356897218,0.0102557841401623,0.0753817422748246,0.0574549357578053,0.0580236750220001,698.2777777777782,0.8806080558009276,698.0222222222231,698.5333333333332,7.041455727719437,0.0007316917986877,6,2000000,56.77463309393363,True,0.0451926011842988,0.0869910261888773,0.008973811122642,0.0846932851706121,0.0574549357578053,0.0580236750220001,16381,14814,5.3598681399181975,3.302556192155135
higgs,Higgs Twitter,3.0,0.0442613054419415,0.0819140060639358,0.0105304926439167,0.0783613956172854,0.0574549357578053,0.0580236750220001,725.0444444444448,0.8633075462702652,727.6000000000009,722.4888888888887,4.206813990494479,0.0070246167002641,6,2000000,56.77463309393363,True,0.0451926011842988,0.0869910261888773,0.008973811122642,0.0846932851706121,0.0574549357578053,0.0580236750220001,16381,14814,5.3598681399181975,3.302556192155135
higgs,Higgs Twitter,3.5,0.0458003513555677,0.0849256252162057,0.0105915389780843,0.0810849777608122,0.0574549357578053,0.0580236750220001,750.2555555555558,0.8487226978180332,747.5777777777785,752.933333333333,3.8708629847763087,0.0071129213151513,6,2000000,56.77463309393363,True,0.0451926011842988,0.0869910261888773,0.008973811122642,0.0846932851706121,0.0574549357578053,0.0580236750220001,16381,14814,5.3598681399181975,3.302556192155135
higgs,Higgs Twitter,4.0,0.0468004937970141,0.0868282359644303,0.010652585312252,0.0828751910177167,0.0574549357578053,0.0580236750220001,766.6388888888891,0.8364990781767702,765.1111111111119,768.1666666666665,6.128452667579581,0.0039777247414466,6,2000000,56.77463309393363,True,0.0451926011842988,0.0869910261888773,0.008973811122642,0.0846932851706121,0.0574549357578053,0.0580236750220001,16381,14814,5.3598681399181975,3.302556192155135
higgs,Higgs Twitter,5.0,0.0482615360614261,0.0897889831715605,0.0106831084793358,0.0860326186518966,0.0574549357578053,0.0580236750220001,790.5722222222224,0.8194881783287743,789.5333333333339,791.6111111111107,2.790155754756617,0.002624745596181,6,2000000,56.77463309393363,True,0.0451926011842988,0.0869910261888773,0.008973811122642,0.0846932851706121,0.0574549357578053,0.0580236750220001,16381,14814,5.3598681399181975,3.302556192155135
twitter,Twitter,0.0,0.0116328257191201,0.0213938240270727,0.0024428934010152,0.0194654352467559,0.3804629297637544,0.3355801169363454,183.33333333333297,1.0,183.9999999999993,182.6666666666666,12.807694446582794,0.0072463768115907,6,8236960,160.0,True,0.1592541128202695,0.2820431472081218,0.0706852791878172,0.2550389464386092,0.3804629297637544,0.3355801169363454,15760,10667,20.983502538071065,3.4178514896428815
twitter,Twitter,2.0,0.0669063733784545,0.0924492385786802,0.0446806260575296,0.0769314596449382,0.3804629297637544,0.3355801169363454,1054.4444444444505,0.8920335300833143,1062.5555555555648,1046.3333333333358,30.96214335261251,0.0152671755725253,6,8236960,160.0,True,0.1592541128202695,0.2820431472081218,0.0706852791878172,0.2550389464386092,0.3804629297637544,0.3355801169363454,15760,10667,20.983502538071065,3.4178514896428815
twitter,Twitter,2.5,0.0947070642978003,0.123582910321489,0.0693422165820643,0.1047607848390628,0.3804629297637544,0.3355801169363454,1492.5833333333435,0.8410632114905093,1480.722222222243,1504.4444444444446,17.472133898374572,0.015768094534698,6,8236960,160.0,True,0.1592541128202695,0.2820431472081218,0.0706852791878172,0.2550389464386092,0.3804629297637544,0.3355801169363454,15760,10667,20.983502538071065,3.4178514896428815
twitter,Twitter,3.0,0.1293675972927242,0.1599302030456852,0.1022736886632825,0.1370247806307667,0.3804629297637544,0.3355801169363454,2038.8333333333487,0.7843563339365406,2062.00000000003,2015.6666666666672,33.60486627019596,0.0224700937601174,6,8236960,160.0,True,0.1592541128202695,0.2820431472081218,0.0706852791878172,0.2550389464386092,0.3804629297637544,0.3355801169363454,15760,10667,20.983502538071065,3.4178514896428815
twitter,Twitter,3.5,0.1651297236322617,0.1973984771573604,0.1361675126903553,0.1708751897528886,0.3804629297637544,0.3355801169363454,2602.444444444465,0.7261535928247405,2643.7777777778188,2561.111111111111,50.783004836742485,0.0312683869883314,6,8236960,160.0,True,0.1592541128202695,0.2820431472081218,0.0706852791878172,0.2550389464386092,0.3804629297637544,0.3355801169363454,15760,10667,20.983502538071065,3.4178514896428815
twitter,Twitter,4.0,0.1989142695995487,0.2327199661590524,0.1681683587140439,0.2053351892168186,0.3804629297637544,0.3355801169363454,3134.8888888889087,0.6751749987524632,3174.7777777778174,3095.000000000002,47.1383569013548,0.0251286179260258,6,8236960,160.0,True,0.1592541128202695,0.2820431472081218,0.0706852791878172,0.2550389464386092,0.3804629297637544,0.3355801169363454,15760,10667,20.983502538071065,3.4178514896428815
twitter,Twitter,5.0,0.2414470530174844,0.2860934856175973,0.1990164974619289,0.2560110352655073,0.3804629297637544,0.3355801169363454,3805.205555555576,0.5959218003467827,3868.5222222222624,3741.888888888889,69.6156655865924,0.0327342913027468,6,8236960,160.0,True,0.1592541128202695,0.2820431472081218,0.0706852791878172,0.2550389464386092,0.3804629297637544,0.3355801169363454,15760,10667,20.983502538071065,3.4178514896428815
enron,Enron,0.0,0.0074909359652051,0.0163741009699946,0.0012277310485345,0.0154746863326406,0.1870060129334795,0.1642245299506024,430.15201592997846,1.0,433.1170016387171,427.18703022123975,9.167989683819094,0.0136913845336042,4,40374480,120.0,True,0.0458601178352126,0.1148842798181913,0.0106403357539661,0.1253392173273479,0.1870060129334795,0.1642245299506024,57423,36720,31.33587586855441,2.35622643510975
enron,Enron,2.0,0.036167838049494,0.0553088483708618,0.0220120857496125,0.047975199475476,0.1870060129334795,0.1642245299506024,2076.8657643160964,0.956419771186792,2095.1937911503796,2058.537737481813,22.03016040833681,0.0174953046459918,4,40374480,120.0,True,0.0458601178352126,0.1148842798181913,0.0106403357539661,0.1253392173273479,0.1870060129334795,0.1642245299506024,57423,36720,31.33587586855441,2.35622643510975
enron,Enron,2.5,0.0497719376199436,0.0710734374727896,0.0337800184595022,0.0615125661730229,0.1870060129334795,0.1642245299506024,2858.053973950043,0.9381949658106972,2855.98637897194,2860.1215689281457,30.708398840645444,0.0014458091575999,4,40374480,120.0,True,0.0458601178352126,0.1148842798181913,0.0106403357539661,0.1253392173273479,0.1870060129334795,0.1642245299506024,57423,36720,31.33587586855441,2.35622643510975
enron,Enron,3.0,0.063494859573716,0.0863808926736673,0.0462184142242655,0.0744389323215985,0.1870060129334795,0.1642245299506024,3646.065321301517,0.9186219383922098,3717.9376887732433,3574.192953829791,72.00250054877654,0.0386624916758306,4,40374480,120.0,True,0.0458601178352126,0.1148842798181913,0.0106403357539661,0.1253392173273479,0.1870060129334795,0.1642245299506024,57423,36720,31.33587586855441,2.35622643510975
enron,Enron,3.5,0.0761691906189526,0.1007827873848457,0.0572288107552722,0.0874799210221656,0.1870060129334795,0.1642245299506024,4373.863432912135,0.898436120089533,4426.935666672546,4320.791199151723,65.37834801352219,0.0239769618338739,4,40374480,120.0,True,0.0458601178352126,0.1148842798181913,0.0106403357539661,0.1253392173273479,0.1870060129334795,0.1642245299506024,57423,36720,31.33587586855441,2.35622643510975
enron,Enron,4.0,0.0871096676662677,0.1131776465876042,0.0665282203994915,0.0989600354838089,0.1870060129334795,0.1642245299506024,5002.098446400109,0.8803703910605897,5144.7120413212815,4859.484851478937,143.66825254432663,0.0554408463586411,4,40374480,120.0,True,0.0458601178352126,0.1148842798181913,0.0106403357539661,0.1253392173273479,0.1870060129334795,0.1642245299506024,57423,36720,31.33587586855441,2.35622643510975
enron,Enron,5.0,0.102277609100745,0.1348980373717848,0.0753008376434529,0.1195724195860277,0.1870060129334795,0.1642245299506024,5873.087147392109,0.8486727316083367,6028.897435094181,5717.276859690037,156.53191272194329,0.0516878216554493,4,40374480,120.0,True,0.0458601178352126,0.1148842798181913,0.0106403357539661,0.1253392173273479,0.1870060129334795,0.1642245299506024,57423,36720,31.33587586855441,2.35622643510975
