beta,R_part,R_part_sd,R_any,R_all,two_start_gap,obs_R_any,obs_R_part,obs_R_all,dataset
-1.0,0.002291112165170433,6.602704568037007e-05,0.006099571381470491,2.536204316619747e-05,0.030303787712108475,0.1253392173273479,0.053381457790241366,0.011970884374445205,enron
-0.5,0.003391309940113793,0.00010418877220102091,0.007830530827563468,0.00019655583453803037,0.01819506077545846,0.1253392173273479,0.053381457790241366,0.011970884374445205,enron
0.0,0.0056157619586449615,0.00015075610058010448,0.012161099698191687,0.0006403915899464861,0.042088197723323804,0.1253392173273479,0.053381457790241366,0.011970884374445205,enron
0.5,0.009693237823166122,0.0002890992253273901,0.017905602475335413,0.0032590225468563747,0.04551875189705196,0.1253392173273479,0.053381457790241366,0.011970884374445205,enron
1.0,0.016487643381921883,0.00038647261159214575,0.02655405919500875,0.00821730198584798,0.03574991937901036,0.1253392173273479,0.053381457790241366,0.011970884374445205,enron
2.0,0.0413942328565763,0.00027418037130118056,0.054826396814527376,0.0295658018209947,0.008912071932375672,0.1253392173273479,0.053381457790241366,0.011970884374445205,enron
3.0,0.07636619674519857,0.0018204581070822732,0.09373811154226586,0.06587790712419793,0.03287780683625475,0.1253392173273479,0.053381457790241366,0.011970884374445205,enron
5.0,0.12302860543538492,0.0054658679136562124,0.15389687793248624,0.10766187324050826,0.07373966571742656,0.1253392173273479,0.053381457790241366,0.011970884374445205,enron
8.0,0.152506299337779,0.007822436094766854,0.20562910548073754,0.12137005757183798,0.0841258812804263,0.1253392173273479,0.053381457790241366,0.011970884374445205,enron
